Words,Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
lalai,0,1,1,0,1,0,0,1,0,0
lalim,0,1,0,0,0,1,0,0,0,0
lalu lintas,1,0,0,0,0,0,0,0,0,1
lamban,0,1,0,0,0,0,0,1,0,0
lambang,1,0,0,0,0,0,0,0,0,0
lambang,0,0,0,0,0,0,0,0,0,0
lambat,0,1,0,0,1,1,0,1,0,0
lambung,0,0,0,0,0,0,0,0,0,0
lambung kapal,0,0,0,0,0,0,0,0,0,0
lamina,0,0,0,0,0,0,0,0,0,0
laminasi,0,0,0,0,0,0,0,0,0,0
lampias,0,1,1,0,0,0,0,0,0,0
lampir,1,0,0,0,0,0,0,0,0,0
lampu,0,0,0,0,0,0,0,0,0,0
lampu depan,0,0,0,1,0,0,0,0,0,0
lamun,1,0,0,0,0,0,1,0,0,1
lamur,0,1,1,0,0,0,0,1,0,0
lanau,0,0,0,0,0,0,0,0,0,0
lancang,0,1,1,0,1,0,0,0,0,0
lancar,1,0,0,0,0,0,0,0,0,0
lancar bicara,1,0,0,0,0,0,0,0,0,0
lancer,0,0,0,0,0,0,0,0,0,0
lancip,0,0,0,0,0,0,0,0,0,0
lancong,0,0,0,0,0,0,0,0,0,0
landak,0,1,0,0,0,0,0,0,0,0
landas,0,0,0,0,0,0,0,0,0,0
landas pacu,0,0,0,0,0,0,0,0,0,0
langgan,1,0,0,1,0,0,0,0,0,0
langgar,0,1,1,0,1,1,0,1,0,0
langgar hukum,0,1,1,0,0,1,0,0,0,0
langit,1,0,0,0,0,0,1,0,0,1
langka,0,1,1,0,0,1,0,1,0,0
langkah,0,0,0,1,0,0,0,0,1,0
langkan,0,0,0,0,0,0,0,0,0,0
langsir,0,0,0,0,0,0,0,0,0,0
langsung,0,0,0,0,0,0,0,0,0,0
langsung hidup,0,0,0,0,0,0,0,0,0,0
lansekap,0,0,0,0,0,0,0,0,0,0
lantai,0,0,0,0,0,0,0,0,0,0
lantar,0,1,1,0,1,0,0,1,0,0
lantik,1,0,0,1,0,0,1,0,0,1
lantung,0,0,0,0,0,0,0,0,0,0
lap,0,1,0,0,0,0,0,0,0,0
lapak,0,0,0,0,0,0,0,0,0,0
lapang hijau,0,0,0,0,0,0,0,0,0,0
lapang terbang,0,0,0,0,0,0,0,0,0,0
lapar,0,1,0,0,0,1,0,1,0,0
lapis,1,0,0,0,0,0,0,0,0,0
lapis baja,0,0,0,0,0,1,0,0,0,0
lapis tanah bawah,0,0,0,0,0,0,0,0,0,0
lapor,0,1,0,0,0,0,0,0,0,0
lapuk,0,0,0,0,0,0,0,0,0,0
larang,0,1,1,0,1,1,0,0,0,0
lari,0,1,1,0,0,1,0,1,0,0
lari cepat,0,0,0,0,0,0,0,0,0,0
lari diri,1,1,0,1,0,1,0,0,0,0
lari kecil,0,0,0,0,0,0,0,0,0,0
lark,0,0,0,0,0,0,0,0,0,0
larut,1,0,0,0,0,0,0,0,0,0
larva,0,0,0,0,0,0,0,0,0,0
las,0,0,0,0,0,0,0,0,0,0
laser,1,0,0,0,0,0,0,0,0,1
laso,0,0,0,0,0,0,0,0,0,0
latar belakang,0,0,0,0,0,0,0,0,0,0
latar depan,0,0,0,0,0,0,0,0,0,0
lateral,0,0,0,0,0,0,0,0,0,0
latih,0,0,0,0,0,0,0,0,0,1
laut,1,0,0,0,0,0,0,0,0,1
lavage,0,0,0,0,0,0,0,0,0,0
lavender,0,0,0,0,0,0,0,0,0,0
lawak,1,0,0,0,0,0,1,0,1,0
lawan,0,1,1,1,1,1,0,0,0,0
layak,1,0,0,0,0,0,0,0,0,1
layan,0,1,0,0,0,0,0,0,0,1
layang,0,1,0,0,1,0,0,0,0,0
layar,0,0,0,0,1,0,0,0,0,0
layu,0,1,0,0,1,0,0,0,0,0
lazim,0,0,0,0,0,0,0,0,0,1
lea,0,0,0,0,0,0,0,0,0,0
lebah,0,0,1,0,0,1,0,0,0,0
lebar,0,0,0,0,0,0,0,0,0,0
lebih beban,0,1,0,0,0,0,0,1,0,0
lebih besar,1,0,0,0,1,0,0,0,1,0
lebih buruk,0,1,0,0,0,1,0,1,0,0
lebih dingin,0,0,0,0,0,0,0,0,0,0
lebih jauh,0,0,0,0,0,0,0,0,0,0
lebih jumlah,0,0,0,0,0,0,0,0,0,0
lebih kecil,0,0,0,0,0,0,0,0,0,0
lebih muda,1,0,0,0,0,0,0,0,0,0
lebih penting,0,0,0,0,0,0,0,0,0,0
lebih rendah,0,1,1,0,0,1,0,1,0,0
lebih suka,1,0,0,0,0,0,0,0,0,1
lebih tinggi,0,0,0,0,0,0,0,0,0,0
lebih tua,1,0,0,0,0,0,0,1,0,1
leceh,0,1,1,0,1,0,0,0,0,0
lecut,0,0,0,0,0,0,0,0,0,0
ledak,0,1,1,0,0,1,0,1,1,0
lee,0,0,0,0,0,0,0,0,0,0
lega,1,0,0,0,0,0,0,0,0,0
legalitas,0,0,0,0,0,0,0,0,0,1
legenda,1,0,0,0,0,0,0,0,0,0
legendaris,1,0,0,0,0,0,0,0,0,1
legislatif,0,0,0,0,0,0,0,0,0,1
legislator,0,0,0,0,0,0,0,0,0,1
legitimasi,0,0,0,0,0,0,0,0,0,1
legiun,0,0,0,0,0,0,0,0,0,0
leher,0,0,0,0,0,0,0,0,0,0
lekat,0,0,0,0,0,0,0,0,0,0
lekok,0,0,0,0,0,0,0,0,0,0
leku,0,0,0,0,0,0,0,0,0,0
lekuk,0,0,0,0,0,0,0,0,0,0
lelah,0,1,1,1,0,0,0,1,0,0
lelang,0,0,0,1,0,0,0,0,0,0
lelucon,0,1,0,0,0,0,0,0,1,0
leluhur,0,0,0,0,0,0,0,0,0,1
lem,0,0,0,0,0,0,0,0,0,0
lemah,0,1,1,0,1,1,0,1,0,0
lemah lembut,1,0,0,0,0,0,0,0,0,0
lemak,0,1,0,0,1,0,0,1,0,0
lemak babi,0,0,0,0,0,0,0,0,0,0
lemari,0,0,0,0,0,0,0,0,0,0
lemari makan,0,0,0,0,0,0,0,0,0,0
lemari pakai,0,0,0,0,0,0,0,0,0,0
lemas,0,1,0,0,0,0,0,1,1,0
lembab,0,0,0,0,0,0,0,0,0,0
lembaga,0,0,0,0,0,0,0,0,0,1
lembah,0,0,0,0,0,0,0,0,0,0
lembah kecil,0,0,0,0,0,0,0,0,0,0
lembam,0,1,0,0,0,0,0,0,0,0
lembar,0,0,0,0,0,0,0,0,0,0
lembek,0,1,0,0,0,0,0,1,0,0
lembing,0,0,0,0,0,0,0,0,0,0
lembu,0,0,0,0,0,0,0,0,0,0
lembu jantan,0,0,0,0,0,0,0,0,0,0
lembut,1,0,0,0,0,0,1,0,0,1
lemon,0,1,0,0,1,0,0,0,0,0
lempar,0,0,0,0,0,0,0,0,0,0
lempari batu,0,1,0,0,0,0,0,0,0,0
lempeng,0,0,0,0,0,0,0,0,0,0
lempung,0,0,0,0,0,0,0,0,0,0
lencana,1,0,0,0,0,0,0,0,0,1
lendir,0,1,0,0,1,0,0,0,0,0
lengah,0,0,0,0,0,0,0,0,1,0
lengan,0,0,0,0,0,0,0,0,0,0
lengan bawah,0,0,1,1,0,0,0,0,0,0
lengkap,1,0,0,1,0,0,1,0,1,1
lengkap sekolah,0,1,0,0,0,0,0,0,0,0
lengket,0,0,0,0,1,0,0,0,0,0
lengking,0,1,1,0,0,1,0,0,1,0
lengkung,0,1,1,0,0,0,0,1,0,0
lenguh,0,0,0,0,0,0,0,0,0,0
lensa,0,0,0,0,0,0,0,0,0,0
lensa mata,0,0,0,0,0,0,0,0,0,0
lentera,0,0,0,0,0,0,0,0,0,0
lentur,1,0,0,0,0,0,0,0,0,0
lenyap,0,1,1,0,0,1,0,1,1,0
lepas,0,1,1,0,1,0,0,0,0,1
lepas baju,0,0,0,0,0,0,0,0,0,0
lepek,0,0,0,0,0,0,0,0,0,0
lepuh,0,1,0,0,1,0,0,0,0,0
lerai,0,0,0,0,0,0,0,0,0,0
lereng,0,0,0,0,0,0,0,0,0,1
lereng curam,0,0,0,0,0,0,0,0,0,0
lesat,0,0,0,0,0,0,0,0,0,0
lesbian,0,1,0,0,1,0,0,1,0,0
lesbianisme,0,0,0,0,0,0,0,0,0,0
lessor,0,0,0,0,0,0,0,0,0,0
lestari,1,0,0,0,0,0,0,0,0,0
lesu,0,1,0,0,0,0,0,1,0,0
letak,0,0,0,0,0,0,0,0,0,0
letal,0,1,0,0,1,1,0,1,0,0
letih,0,1,0,0,0,0,0,1,0,0
letnan,0,0,0,0,0,0,0,0,0,1
letus,0,1,1,0,0,1,0,0,1,0
leukemia,0,1,1,0,0,1,0,1,0,0
lewat,0,0,0,0,0,0,0,0,0,0
lezat,1,0,0,1,0,0,1,0,0,0
liang,0,0,0,0,0,0,0,0,0,0
liar,0,1,1,0,0,1,0,0,1,0
liat,0,0,0,0,0,0,0,0,0,0
libat,0,1,1,0,0,0,0,0,0,0
liberal,1,1,0,0,0,0,0,0,0,0
liberalisme,0,0,0,0,0,0,0,0,0,0
libido,0,0,0,0,0,0,0,0,0,0
libretto,0,0,0,0,0,0,0,0,0,0
libur,1,0,0,1,0,0,1,0,0,0
licik,0,1,1,0,1,1,0,0,0,0
licin,1,0,0,0,0,0,0,0,0,0
lidah,0,0,0,0,0,0,0,0,0,0
lidi,1,0,0,1,0,0,0,0,0,0
liga,1,0,0,0,0,0,0,0,0,0
ligamen,0,0,0,0,0,0,0,0,0,0
ligasi,0,0,0,0,0,0,0,0,0,0
lihai,1,0,0,0,0,0,0,0,0,0
lihat,0,0,0,0,0,0,0,0,0,0
lihat kilas,0,0,0,0,0,0,0,0,0,0
liku,0,0,0,0,0,0,0,0,0,0
likuidasi,0,0,0,0,0,0,0,0,0,0
likuidator,0,0,0,0,0,0,0,0,0,0
likuiditas,0,0,0,0,0,0,0,0,0,0
likur,0,1,0,0,0,0,0,0,0,0
lilin,0,0,0,0,0,0,0,0,0,0
lilin lebah,0,0,0,0,0,0,0,0,0,0
lilit,0,0,0,0,0,0,0,0,0,0
limbah,0,1,0,0,1,0,0,0,0,0
limbo,0,0,0,0,0,0,0,0,0,0
limfatik,0,0,0,0,0,0,0,0,0,0
limousine,0,0,0,0,0,0,0,0,0,0
limpa,0,0,0,0,0,0,0,0,0,0
limpah,1,1,0,1,1,0,1,0,0,1
lincah,1,0,0,1,0,0,1,0,1,0
lindung,1,0,0,0,0,0,0,0,0,1
linen,0,0,0,0,0,0,0,0,0,0
liner,0,0,0,0,0,0,0,0,0,0
lingkar,0,0,0,0,0,0,0,0,0,0
lingkar cahaya,0,0,0,0,0,0,0,0,0,0
lingkung,0,0,0,1,0,0,0,0,0,0
lingkung hidup,0,0,0,0,0,0,0,0,0,0
linglung,0,1,0,0,0,0,0,0,0,0
lingual,0,0,0,0,0,0,0,0,0,0
linguistik,0,0,0,0,0,0,0,0,0,0
linier,0,0,0,0,0,0,0,0,0,0
link,0,0,0,0,0,0,0,0,0,0
linolium,0,0,0,0,0,0,0,0,0,0
lintah,0,1,0,0,1,1,0,0,0,0
lintang,0,0,0,0,0,0,0,0,0,0
lintas,0,0,0,0,0,0,0,0,0,0
linu panggul,0,1,0,0,0,0,0,0,0,0
liontin,0,0,0,0,0,0,0,0,0,0
lipat,0,0,0,0,0,0,0,0,0,0
lipat ganda,0,0,0,0,0,0,0,0,0,0
lipstik,0,0,0,0,0,0,0,0,0,0
liput,0,0,0,0,0,0,0,0,0,0
liris,1,0,0,0,0,0,1,0,0,0
lisan,0,0,0,0,0,0,0,0,0,0
lisensi,0,0,0,0,0,0,0,0,0,0
listrik,1,0,0,0,0,0,1,0,1,0
litani,0,0,0,0,0,0,0,0,0,0
literatur,0,0,0,0,0,0,0,0,0,0
litografi,0,0,0,0,0,0,0,0,0,0
litologi,0,0,0,0,0,0,0,0,0,0
litosfer,0,0,0,0,0,0,0,0,0,0
liturgi,0,0,0,0,0,0,0,0,0,0
liur,0,1,0,0,1,0,0,0,0,0
llama,0,0,0,0,0,0,0,0,0,0
lobi,0,1,0,0,0,0,0,0,0,0
log,0,0,0,0,0,0,0,0,0,0
logam,0,0,0,0,0,0,0,0,0,0
logaritma,0,0,0,0,0,0,0,0,0,0
logika,0,0,0,0,0,0,0,0,0,0
logis,1,0,0,0,0,0,0,0,0,0
logistik,0,0,0,0,0,0,0,0,0,0
logotype,0,0,0,0,0,0,0,0,0,0
lokal,0,0,0,0,0,0,0,0,0,0
lokalisasi,0,0,0,0,0,0,0,0,0,0
lokalitas,0,0,0,0,0,0,0,0,0,0
lokasi,0,0,0,0,0,0,0,0,0,0
loker,0,0,0,0,0,0,0,0,0,0
lokomotif,0,0,0,0,0,0,0,0,0,0
lolong,0,1,1,0,1,1,0,1,1,0
lompat,1,0,0,0,0,0,1,0,0,0
loncat,0,0,0,0,0,0,0,0,0,0
longgar,0,1,0,0,0,0,0,1,0,0
longitudinal,0,0,0,0,0,0,0,0,0,0
longo,0,0,0,0,0,0,0,0,1,0
lonjak,0,0,0,0,0,0,0,0,1,0
lonjong,0,0,0,0,0,0,0,0,0,0
lontar,0,0,0,0,0,0,0,0,0,0
loon,0,1,0,0,1,0,0,0,0,0
loop,0,0,0,0,0,0,0,0,0,0
lorong,0,0,0,0,0,0,0,0,0,0
losion,0,0,0,0,0,0,0,0,0,0
loteng,0,0,0,0,0,0,0,0,0,0
lotere,0,0,0,1,0,0,0,0,0,0
loto,0,0,0,0,0,0,0,0,0,0
lounge,0,1,0,0,0,0,0,0,0,0
loyalitas,1,0,0,0,0,0,0,0,0,1
luak,0,1,1,0,0,0,0,0,0,0
luang,0,0,0,0,0,0,0,0,0,0
luap,0,1,0,0,0,0,0,0,0,0
luar biasa,1,0,0,0,0,0,1,0,1,1
luar ruang,0,0,0,0,0,0,0,0,0,0
luas,1,0,0,0,0,0,0,0,0,0
lubang,0,0,0,0,0,0,0,0,0,0
lubang angin,0,0,1,0,0,0,0,0,0,0
lubang hidung,0,0,0,0,0,0,0,0,0,0
lubang jarum,0,0,0,0,0,0,0,0,0,0
lubang kunci,0,0,0,0,0,0,0,0,0,0
lubang tali,0,0,0,0,0,0,0,0,0,0
lucu,1,0,0,0,0,0,1,0,1,0
lucut,0,1,1,1,1,1,0,1,0,0
lucut senjata,0,0,0,0,0,0,0,0,0,0
ludah,0,0,0,0,1,0,0,0,0,0
luka,0,1,1,0,0,1,0,1,0,0
luka bakar,0,1,0,0,0,1,0,0,0,0
lukis,0,0,0,0,0,0,0,0,0,0
lukis dinding,0,0,0,0,0,0,0,0,0,0
lulus,0,0,0,0,0,0,0,0,0,0
lumas,0,0,0,0,0,0,0,0,0,0
lumayan,1,0,0,0,0,0,0,0,0,0
lumba lumba,1,0,0,0,0,0,1,0,1,1
lumbung,0,0,0,0,0,0,0,0,0,0
luminescent,0,0,0,0,0,0,0,0,0,0
lumpuh,0,1,1,1,0,1,0,1,0,0
lumpur,0,1,0,0,1,0,0,0,0,0
lumpur salju,0,1,0,0,1,0,0,0,1,0
lumut,0,0,0,0,0,0,0,0,0,0
lunak,1,0,0,0,0,0,0,0,0,0
lunar,0,0,0,0,0,0,0,0,0,0
lunas,0,0,0,0,0,0,0,0,0,0
luncur,1,0,0,1,0,0,1,0,0,0
luntur,0,1,0,0,0,0,0,0,0,0
lupa,0,1,0,0,0,1,0,1,0,0
lurus,0,0,0,0,0,0,0,0,0,0
lusin,0,0,0,0,0,0,0,0,0,0
lusuh,0,1,0,0,1,0,0,0,0,0
lutut,0,0,0,0,0,0,0,0,0,0
luwes,0,0,0,0,0,0,0,0,0,0
lynch,0,1,1,0,1,1,0,1,0,0
lynx,0,0,0,0,0,0,0,0,0,0
lyre,1,0,0,0,0,0,1,0,0,0
maaf,1,0,0,0,0,0,0,0,0,1
maag,0,1,1,0,1,1,0,1,0,0
mabuk,0,1,0,0,1,0,1,0,0,0
macan tutul,0,0,0,0,0,0,0,0,0,0
macet,0,1,1,0,0,0,0,0,0,0
madam,0,1,1,0,1,0,0,0,0,0
madam bakar,0,0,0,0,0,0,0,0,0,1
madame,0,0,0,0,0,0,0,0,0,0
madat,0,0,0,0,0,0,0,0,0,0
madu,1,0,0,0,0,0,0,0,0,0
mafia,0,1,0,0,0,1,0,0,0,0
magang,0,0,0,0,0,0,0,0,0,1
mage,0,0,0,0,0,1,0,0,0,0
magenta,0,0,0,0,0,0,0,0,0,0
magma,0,0,0,0,0,0,0,0,0,0
magnet,1,0,0,0,0,0,0,0,0,1
magnetit,1,0,0,0,0,0,0,0,0,0
magpie,0,0,0,0,0,0,0,0,0,0
mahakuasa,1,1,0,0,0,1,0,0,0,0
mahal,0,0,0,0,0,0,0,0,0,0
mahasiswa,0,0,0,0,0,0,1,0,0,0
mahasiswa baru,0,0,0,0,0,0,1,0,0,0
mahatahu,1,0,0,0,0,0,0,0,0,1
mahir,1,0,0,0,0,0,0,0,0,1
mahkota,1,0,0,0,0,0,1,0,0,1
main,0,1,0,0,0,0,0,0,0,0
main biola,0,0,0,0,0,0,0,0,0,0
main drum,0,0,0,0,0,0,0,0,0,0
main harpa,0,0,0,0,0,0,0,0,0,0
main mata,1,1,0,1,0,0,1,0,1,1
main musik,0,0,0,0,0,0,0,0,0,0
main ski,0,0,0,0,0,0,0,0,0,0
main sunglap bola,0,0,0,0,0,0,0,0,0,0
main terompet,0,0,0,0,0,0,0,0,0,0
majalah,0,0,0,0,0,0,0,0,0,0
majelis,1,0,0,0,0,0,0,0,0,1
majemuk,0,0,0,0,0,0,0,0,0,0
majikan,0,0,0,0,0,0,0,0,0,0
maju,1,0,0,1,0,0,1,0,0,0
makam,0,1,1,0,0,1,0,1,0,0
makan,1,0,0,0,0,0,1,0,0,1
makan malam,1,0,0,0,0,0,1,0,0,0
makan ringan,1,0,0,0,0,0,1,0,0,0
makan siang,1,0,0,0,0,0,1,0,0,0
makan ternak,0,1,0,0,0,0,0,0,0,0
makelar,0,0,0,0,0,0,0,0,0,0
makelar saham,0,0,0,0,0,0,0,0,0,0
makhluk,0,1,0,0,1,1,0,0,0,0
makhluk hidup,0,1,0,0,0,0,0,0,0,0
makin tambah,0,0,0,0,0,0,0,0,0,0
makmur,1,0,0,1,0,0,1,0,0,0
makna,0,0,0,0,0,0,0,0,0,0
maksimum,1,0,0,0,0,0,0,0,0,0
malaikat,1,0,0,1,0,0,1,0,1,1
malam,0,0,0,0,0,0,0,0,0,0
malang,0,1,0,0,0,1,0,1,0,0
malapetaka,0,1,1,0,1,1,0,1,1,0
malaria,0,1,0,0,1,1,0,1,0,0
malas,0,1,0,0,0,0,0,0,0,0
maling,0,1,1,0,1,1,0,1,0,0
mall,0,0,0,0,0,0,0,0,0,0
malpraktik,0,1,1,0,0,0,0,0,0,0
malu,0,1,0,0,1,1,0,1,0,0
mamalia,0,0,0,0,0,0,0,0,0,0
mammoth,0,0,0,0,0,0,0,0,0,0
mampu apung,0,0,0,0,0,0,0,0,0,0
manajer,0,0,0,0,0,0,0,0,0,0
mandamus,0,1,0,0,0,1,0,0,0,0
mandarin,1,0,0,0,0,0,0,0,0,1
mandat,1,0,0,0,0,0,0,0,0,1
mandi,1,0,0,0,0,0,0,0,0,0
mandolin,0,0,0,0,0,0,0,0,0,0
mandor,1,0,0,0,0,0,0,0,0,0
mandrel,0,0,0,0,0,0,0,0,0,0
mandul,0,1,0,0,0,0,0,0,0,0
manfaat,1,0,0,0,0,0,1,0,0,1
mangga,0,0,0,0,0,0,0,0,0,0
manggis,0,0,0,0,0,0,0,0,0,0
mangkas,0,0,0,0,0,0,0,0,0,0
mangkuk,0,0,0,0,0,0,0,0,0,0
mangsa,0,1,0,0,0,1,0,0,0,0
mani,0,0,0,0,0,0,0,0,0,0
mania,0,1,0,0,0,0,0,0,0,0
manifestasi,1,0,0,0,0,1,0,0,0,0
manifesto,0,0,0,0,0,0,0,0,0,0
manik,0,0,0,0,0,0,0,0,0,0
manikur,0,0,0,0,0,0,0,0,0,0
manipulasi,0,1,1,0,0,1,0,0,0,0
manis,1,0,0,1,0,0,1,0,1,1
manja,0,1,0,0,1,0,0,0,0,0
manja diri,0,0,0,0,0,0,0,0,0,0
manjur,1,0,0,0,0,0,0,0,0,0
manna,1,0,0,0,0,0,0,0,0,0
manor,0,0,0,0,0,0,0,0,0,0
manset,0,0,0,0,0,0,0,0,0,0
manset lengan,0,0,0,0,0,0,0,0,0,0
mantap,1,0,0,0,0,0,0,0,0,0
mantel,0,0,0,0,0,0,0,0,0,0
mantul,0,0,0,0,0,0,0,0,0,0
manual,0,0,0,0,0,0,0,0,0,1
manusia,1,0,0,0,0,0,1,0,0,1
manusiawi,1,0,0,0,0,0,0,0,0,0
manuver,0,0,0,0,0,0,0,0,0,0
mapan,1,0,0,0,0,0,1,0,0,0
marah,0,1,1,0,1,0,0,0,0,0
maret,1,0,0,0,0,0,0,0,0,0
marga,0,0,0,0,0,0,0,0,0,0
maritim,0,0,0,0,0,0,0,0,0,0
marjinal,0,0,0,0,0,0,0,0,0,0
markas besar,0,0,0,0,0,0,0,0,0,0
marl,0,0,0,0,0,0,0,0,0,0
marmer,0,0,0,0,0,0,0,0,0,0
marquis,1,0,0,0,0,0,0,0,0,0
marsekal,1,0,0,0,0,0,0,0,0,1
martabat,1,0,0,0,0,0,0,0,0,1
martil,0,0,0,0,0,0,0,0,0,0
martingale,0,1,0,0,0,0,0,0,0,0
martir,0,1,0,0,0,1,0,1,0,0
marut,0,1,0,0,0,0,0,0,0,0
mas kawin,1,0,0,0,0,0,0,0,0,0
masa bayi,0,0,0,0,0,0,0,0,0,0
masa coba,0,0,0,1,0,1,0,1,0,0
masa depan,0,0,0,0,0,0,0,0,0,0
masa jabat,0,0,0,0,0,0,0,0,0,0
masa jaya,1,0,0,1,0,0,1,0,0,1
masa kecil,1,0,0,0,0,0,1,0,0,0
masa lampau,0,0,0,0,0,0,0,0,0,0
masa pubertas,0,0,0,0,0,0,0,0,0,0
masa remaja,0,0,0,0,0,0,0,0,0,0
masak,0,0,0,0,0,0,0,0,0,0
masakan,0,0,0,0,0,0,0,0,0,0
masalah,0,0,0,0,0,0,0,0,0,0
masam,0,1,0,0,0,0,0,0,0,0
masih tinggal,0,0,0,1,0,0,0,0,0,0
masing,0,0,0,0,0,0,0,0,0,0
masing masing,0,0,0,0,0,0,0,0,0,0
masinis,0,0,0,0,0,0,0,0,0,0
masjid,0,0,1,0,0,0,0,0,0,0
maskulin,1,0,0,0,0,0,0,0,0,0
massa,0,1,1,0,0,1,0,0,0,0
massa jenis,0,0,0,0,0,0,0,0,0,0
masturbasi,0,1,0,0,0,0,1,0,0,0
masuk,0,0,0,0,0,0,0,0,0,0
masyarakat,1,0,0,0,0,0,0,0,0,0
masyhur,1,1,1,0,1,1,0,0,0,0
mata,0,0,0,0,0,0,0,0,0,0
mata cahari,0,0,0,0,0,0,0,0,0,0
mata duit,0,1,0,0,0,1,0,0,0,0
mata uang,0,0,0,0,0,0,0,0,0,0
matahari,1,0,0,1,0,0,1,0,1,1
matahari benam,1,0,0,1,0,0,0,0,0,0
matahari terbit,0,0,0,0,0,0,0,0,0,0
matang,1,0,0,1,0,0,0,0,0,0
matematika,0,0,0,0,0,0,0,0,0,1
matematis,0,0,0,0,0,0,0,0,0,1
materi,0,0,0,0,0,0,0,0,0,0
material,0,1,0,0,1,0,0,0,0,0
materialistis,0,1,0,0,0,0,0,0,0,0
materialitas,0,0,0,0,0,0,0,0,0,0
mati,0,1,1,0,1,1,0,1,1,0
mati lemas,0,1,1,0,0,1,0,1,1,0
mati rasa,0,1,0,0,0,1,0,1,1,0
matras,0,0,0,0,0,0,0,0,0,0
matriks,0,0,0,0,0,0,0,0,0,0
matrikulasi,0,0,0,0,0,0,0,0,0,0
mausoleum,0,0,0,0,0,0,0,1,0,0
mawar,0,0,0,0,0,0,0,0,0,0
mawas diri,0,0,0,0,0,0,0,0,0,0
mayat,0,1,0,0,1,1,0,1,1,0
mayoritas,1,0,0,0,0,0,1,0,0,1
mazmur,1,0,0,0,0,0,0,0,0,0
mebel,0,0,0,0,0,0,0,0,0,0
medali,1,0,0,1,0,0,1,0,1,1
medan perang,0,1,0,0,0,1,0,0,0,0
media,0,0,0,0,0,0,0,0,0,0
medial,0,0,0,0,0,0,0,0,0,0
median,0,0,0,0,0,0,0,0,0,0
mediasi,1,0,0,0,0,0,0,0,0,0
medis,1,0,0,1,0,1,0,0,0,1
meditasi,0,0,0,0,0,0,0,0,0,0
mediterranean,1,0,0,0,0,0,0,0,0,0
medium,0,0,0,0,0,0,0,0,0,0
medley,1,0,0,0,0,0,0,0,0,0
megah,1,0,0,1,0,0,1,0,1,1
megat,0,1,0,0,1,1,0,1,0,0
meja,0,0,0,0,0,0,0,0,0,0
meja putar,0,0,0,0,0,0,0,0,0,0
meja rias,0,0,0,0,0,0,0,0,0,0
meja tulis,0,0,0,0,0,0,0,0,0,0
mekanis,0,0,0,0,0,0,0,0,0,0
mekanisme,0,0,0,0,0,0,0,0,0,0
mekar,1,0,0,1,0,0,1,0,0,1
melahirkan,0,0,0,0,0,0,0,0,0,0
melankolik,0,1,0,0,0,0,0,1,0,0
melankolis,0,1,0,0,0,0,0,1,0,0
melarat,0,1,0,0,0,0,0,0,0,0
melayu,0,1,0,0,0,0,0,1,0,0
meleset,0,1,0,0,0,0,0,0,0,0
melipatempatkan,0,0,0,0,0,0,0,0,0,0
melodi,0,0,0,0,0,0,0,0,0,0
melodramatis,0,0,0,0,0,0,0,0,0,0
melokalisir,0,0,0,1,0,0,0,0,0,0
melotot,0,1,1,0,0,0,0,0,0,0
memar,0,1,0,1,0,0,0,0,0,0
memo,0,0,0,0,0,0,0,0,0,0
memoar,0,0,0,0,0,0,0,0,0,0
memorabilia,0,0,0,0,0,0,0,0,0,0
mempelai,1,0,0,1,0,0,1,0,0,1
menagerie,0,0,0,0,0,0,0,0,0,0
menang,1,0,0,1,1,0,1,1,1,1
menang hadiah,1,0,0,0,0,0,0,0,0,1
menara,1,0,0,0,0,0,0,0,0,0
menara gereja,0,0,0,0,0,0,0,0,0,0
mendempol,0,0,0,0,0,0,0,0,0,0
mending,0,0,0,0,0,0,0,0,0,0
mendung,0,1,0,0,0,0,0,1,0,0
mengejuntukan,0,1,1,0,0,1,0,0,0,0
meni,0,0,0,0,0,0,0,0,0,0
menikah,1,0,0,0,0,0,0,0,0,1
meniskus,0,0,0,0,0,0,0,0,0,0
menit,0,0,0,0,0,0,0,0,0,0
menstruasi,0,0,1,0,0,0,0,1,0,0
mentah,0,1,0,0,1,0,0,0,0,0
mental,0,0,0,0,0,0,0,0,0,0
mentega,1,0,0,0,0,0,0,0,0,0
menteri,1,0,0,0,0,0,1,0,0,1
mentor,1,0,0,0,0,0,0,0,0,1
menu,0,0,0,0,0,0,0,0,0,0
menung,0,0,0,0,0,0,0,1,0,0
meong,0,0,0,0,0,0,0,0,0,0
merah,0,0,0,0,0,0,0,0,0,0
merah tua,0,1,0,0,0,0,0,0,0,0
merak,1,0,0,0,0,0,0,0,0,0
merana,0,1,0,0,0,0,0,0,0,0
mercusuar,1,0,0,0,0,0,0,0,0,0
merdeka,1,0,0,1,0,0,1,0,1,1
merdu,0,0,0,0,0,0,0,0,0,0
merek,0,1,0,0,0,0,0,0,0,0
meriam,0,1,1,0,0,1,0,0,0,0
meridian,0,0,0,0,0,0,0,0,0,0
meridional,0,0,0,0,0,0,0,0,0,0
merkantil,0,0,0,0,0,0,0,0,0,0
merosot,0,1,1,0,1,1,0,1,0,0
merpati,1,0,0,1,0,0,1,0,0,1
mesa,0,0,0,0,0,0,0,0,0,0
mesan,0,0,0,0,0,0,0,0,0,0
mesin,0,0,0,0,0,0,0,0,0,1
mesin bubut,0,0,0,0,0,0,0,0,0,0
mesin jam,0,0,0,0,0,0,0,0,0,0
